,Title,Abstract,lemma_text,DT_Labels
141,Metabolic engineering of Synechocystis sp. PCC 6803 for the photoproduction of the sesquiterpene valencene,"Abstract

Cyanobacteria are extremely adaptable, fast-growing, solar-powered cell factories that, like plants, are able to convert carbon dioxide into sugar and oxygen and thereby produce a large number of important compounds. Due to their unique phototrophy-associated physiological properties, i.e. naturally occurring isoprenoid metabolic pathway, they represent a highly promising platform for terpenoid biosynthesis. Here, we implemented a carefully devised engineering strategy to boost the biosynthesis of commercially attractive plant sequiterpenes, in particular valencene. Sesquiterpenes are a diverse group of bioactive metabolites, mainly produced in higher plants, but with often low concentrations and expensive downstream extraction. In this work we successfully demonstrate a multi-component engineering approach towards the photosynthetic production of valencene in the cyanobacterium Synechocystis sp. PCC 6803. First, we improved the flux towards valencene by markerless genomic deletions of shc and sqs. Secondly, we downregulated the formation of carotenoids, which are essential for viability of the cell, using CRISPRi on crtE. Finally, we intended to increase the spatial proximity of the two enzymes, ispA and CnVS, involved in valencene formation by creating an operon construct, as well as a fusion protein. Combining the most successful strategies resulted in a valencene production of 19 mg/g DCW in Synechocystis. In this work, we have devised a useful platform for future engineering steps.",abstract cyanobacteria extremely adaptable fast growing solar powered cell factory like plant able convert carbon dioxide sugar oxygen thereby produce large number important compound due unique phototrophy associated physiological property e naturally occurring isoprenoid metabolic pathway represent highly promising platform terpenoid biosynthesis here implemented carefully devised engineering strategy boost biosynthesis commercially attractive plant sequiterpenes particular valencene sesquiterpenes diverse group bioactive metabolite mainly produced higher plant often low concentration expensive downstream extraction in work successfully demonstrate multi component engineering approach towards photosynthetic production valencene cyanobacterium synechocystis sp pcc first improved flux towards valencene markerless genomic deletion shc sqs secondly downregulated formation carotenoid essential viability cell using crispri crte finally intended increase spatial proximity two enzyme ispa cnvs involved valencene formation creating operon construct well fusion protein combining successful strategy resulted valencene production mg g dcw synechocystis in work devised useful platform future engineering step,high
142,Metabolic Engineering Strategies to Convert Carbohydrates to Aviation Range Hydrocarbons,"Abstract

Numerous hydrocarbon molecules with properties similar to aviation fuels can be found in nature, but are often only produced at low quantities in their native hosts. This chapter summarizes recent progress in the engineering of microbial cell factories for the production of the two major molecule classes: fatty acid-derived alkanes/alkanes and isoprenoids. It starts with a brief introduction to metabolic engineering. For each of the two molecule classes, it provides information on biosynthetic pathways as well as engineering strategies to enhance their formation in the microbial hosts. While most of these endeavours are still at the proof-of concept stage, the first commercial examples are beginning to emerge.",abstract numerous hydrocarbon molecule property similar aviation fuel found nature often produced low quantity native host this chapter summarizes recent progress engineering microbial cell factory production two major molecule class fatty acid derived alkane alkane isoprenoids it start brief introduction metabolic engineering for two molecule class provides information biosynthetic pathway well engineering strategy enhance formation microbial host while endeavour still proof concept stage first commercial example beginning emerge,high
143,Metabolism of terpenes in the response of grape (Vitis vinifera L.) leaf tissues to UV-B radiation,"Abstract

This study investigated the terpene profiles as determined by GC–EIMS analysis of in vitro cultured plants of Vitis vinifera exposed to a “field-like” dose of UV-B (4.75 kJ m-2 d-1) administered at two different fluence rates (low, 16 h at 8.25 µW cm-2, and high 4 h at 33 µW cm-2). Low UV-B treatment increased levels of the membrane-related triterpenes sitosterol, stigmasterol and lupeol, more notable in young leaves, suggesting elicitation of a mechanism for grapevine acclimation. By contrast, accumulation of compounds with antioxidant properties, diterpenes a and ? tocopherol and phytol, the sesquiterpene E-nerolidol and the monoterpenes carene, a-pinene and terpinolene had maximum accumulation under high UV-B, which was accentuated in mature leaves. Also the levels of the sesquiterpenic stress-related hormone abscisic acid (ABA) increased under high UV-B, although 24 h post irradiation ABA concentrations decreased. Such increments of antioxidant terpenes along with ABA suggest elicitation of mechanism of defense. The adaptative responses induced by relatively low UV-B irradiations as suggested by synthesis of terpenes related with membrane stability correlated with augments in terpene synthase activity.",abstract this study investigated terpene profile determined gc eims analysis vitro cultured plant vitis vinifera exposed field like dose uv b kj administered two different fluence rate low h w cm high h w cm low uv b treatment increased level membrane related triterpenes sitosterol stigmasterol lupeol notable young leaf suggesting elicitation mechanism grapevine acclimation by contrast accumulation compound antioxidant property diterpenes tocopherol phytol sesquiterpene e nerolidol monoterpenes carene pinene terpinolene maximum accumulation high uv b accentuated mature leaf also level sesquiterpenic stress related hormone abscisic acid aba increased high uv b although h post irradiation aba concentration decreased such increment antioxidant terpene along aba suggest elicitation mechanism defense the adaptative response induced relatively low uv b irradiation suggested synthesis terpene related membrane stability correlated augments terpene synthase activity,low
144,Metabolite and target transcript analyses during Crocus sativus stigma development,"Abstract

Saffron, the desiccated stigmas of Crocus sativus, is highly appreciated for its peculiar colour, flavour and aroma. Several studies have been conducted with the spice, but little is known about the evolution of volatile and non-volatile compounds generated during the development of the stigma. In this study, we have followed these compounds, with special attention to those of isoprenoid origin (carotenoids and monoterpenes), which are responsible for the organoleptic properties of saffron. The main compounds that accumulated throughout stigma development in C. sativus were crocetin, its glucoside derivatives and picrocrocin, all of which increased as stigmas reached a fully developed stage. The volatile composition of C. sativus stigmas changed notably as stigmas developed with each developmental stage being characterized by a different volatile combination. In red stigmas, ß-cyclocitral, the 7,8 cleavage product of ß-carotene, was highly produced, suggesting the implication of both ß-carotene and zeaxanthin in crocetin formation. As stigmas matured, hydroxy-ß-ionone and ß-ionone were produced while safranal, the most typical aroma compound of the processed spice, was only detected at low levels. However, a safranal-related compound 2,2,2-trimethyl-2-cyclohexene-1,4-dione (4-oxoisophorone) increased rapidly at the anthesis stage and also in senescent stigmas. Monoterpenes were mainly emitted at the time of anthesis and the emission patterns followed the expression patterns of two putative terpene synthases CsTS1 and CsTS2. Fatty acid derivates, which predominated at the earlier developmental stages, were observed at low levels in later stages.",abstract saffron desiccated stigma crocus sativus highly appreciated peculiar colour flavour aroma several study conducted spice little known evolution volatile non volatile compound generated development stigma in study followed compound special attention isoprenoid origin carotenoid monoterpenes responsible organoleptic property saffron the main compound accumulated throughout stigma development c sativus crocetin glucoside derivative picrocrocin increased stigma reached fully developed stage the volatile composition c sativus stigma changed notably stigma developed developmental stage characterized different volatile combination in red stigma cyclocitral cleavage product carotene highly produced suggesting implication carotene zeaxanthin crocetin formation as stigma matured hydroxy ionone ionone produced safranal typical aroma compound processed spice detected low level however safranal related compound trimethyl cyclohexene dione oxoisophorone increased rapidly anthesis stage also senescent stigma monoterpenes mainly emitted time anthesis emission pattern followed expression pattern two putative terpene synthases csts csts fatty acid derivates predominated earlier developmental stage observed low level later stage,low
145,Microbial production of farnesol (FOH): Current states and beyond,"Abstract

Farnesol (FOH) recently has been paid close attention because of its intrinsic properties as a cosmetic, pharmaceutical and industrial material. However, extraction from natural sources and chemical synthesis often suffer from the low yield and purity. Metabolic engineering of microorganisms for FOH production is an alternative way to meet the ever-growing demands. Several efforts have been done to make it possible to produce FOH from microorganisms including S. cerevisiae and E. coli. With developments of systems biology and synthetic biology, an optimal industrial microorganism can be expected to produce FOH cost-effectively. This review aims to give an update on the various facets of FOH synthesis pathway including the features of involved genes and enzymes, and recent progresses on FOH production. Combining traditional metabolic engineering with these new fascinating molecular, systems biology and synthetic biology tools will provide a better understanding of FOH biosynthesis and a great potential of microbial production.",abstract farnesol foh recently paid close attention intrinsic property cosmetic pharmaceutical industrial material however extraction natural source chemical synthesis often suffer low yield purity metabolic engineering microorganism foh production alternative way meet ever growing demand several effort done make possible produce foh microorganism including s cerevisiae e coli with development system biology synthetic biology optimal industrial microorganism expected produce foh cost effectively this review aim give update various facet foh synthesis pathway including feature involved gene enzyme recent progress foh production combining traditional metabolic engineering new fascinating molecular system biology synthetic biology tool provide better understanding foh biosynthesis great potential microbial production,high
146,"Mild versus severe stress and BVOCs: thresholds, priming and consequences","Plant-generated volatile organic compounds (BVOCs) play key roles in large-scale atmospheric processes and serve the plants as important defense and signal molecules. The main emphasis in quantitative BVOC studies has been on constitutive emissions of isoprene and specific monoterpene species that are present in only certain emitting plant species. However, environmental and biotic stresses can induce emissions of an array of organic compounds in any plant species, whereas the magnitude of emissions induced by given stress depends on stress tolerance, timing, duration and severity (mild versus strong) of the stress. The main view put forward in this review is that quantitative understanding of stress effects is the key for constructing realistic models of both constitutive and induced BVOC emissions.",plant generated volatile organic compound bvocs play key role large scale atmospheric process serve plant important defense signal molecule the main emphasis quantitative bvoc study constitutive emission isoprene specific monoterpene specie present certain emitting plant specie however environmental biotic stress induce emission array organic compound plant specie whereas magnitude emission induced given stress depends stress tolerance timing duration severity mild versus strong stress the main view put forward review quantitative understanding stress effect key constructing realistic model constitutive induced bvoc emission,low
147,"Molecular cloning and characterization of (+)-epi-a-bisabolol synthase, catalyzing the first step in the biosynthesis of the natural sweetener, hernandulcin, in Lippia dulcis","Abstract

Hernandulcin, a C15 sesquiterpene ketone, is a natural sweetener isolated from the leaves of Lippia dulcis. It is a promising sugar substitute due to its safety and low caloric potential. However, the biosynthesis of hernandulcin in L. dulcis remains unknown. The first biochemical step of hernandulcin is the synthesis of (+)-epi-a-bisabolol from farnesyl diphosphate, which is presumed to be catalyzed by a unique sesquiterpene synthase in L. dulcis. In order to decipher hernandulcin biosynthesis, deep transcript sequencings (454 and Illumina) were performed, which facilitated the molecular cloning of five new sesquiterpene synthase cDNAs from L. dulcis. In vivo activity evaluation of these cDNAs in yeast identified them as the sesquiterpene synthases for a-copaene/d-cadinene, bicyclogermacrene, ß-caryophyllene, trans-a-bergamotene, and a-bisabolol. The engineered yeast could synthesize a significant amount (~0.3 mg per mL) of a-bisabolol in shake-flask cultivation. This efficient in vivo production was congruent with the competent kinetic properties of recombinant a-bisabolol synthase (Km 4.8 µM and kcat 0.04 s-1). Detailed chemical analyses of the biosynthesized a-bisabolol confirmed its configuration to be (+)-epi-a-bisabolol, the core skeleton of hernandulcin. These results demonstrated that enzymatic, stereoselective synthesis of (+)-epi-a-bisabolol can be achieved, promising the heterologous production of a natural sweetener, hernandulcin.",abstract hernandulcin c sesquiterpene ketone natural sweetener isolated leaf lippia dulcis it promising sugar substitute due safety low caloric potential however biosynthesis hernandulcin l dulcis remains unknown the first biochemical step hernandulcin synthesis epi bisabolol farnesyl diphosphate presumed catalyzed unique sesquiterpene synthase l dulcis in order decipher hernandulcin biosynthesis deep transcript sequencings illumina performed facilitated molecular cloning five new sesquiterpene synthase cdnas l dulcis in vivo activity evaluation cdnas yeast identified sesquiterpene synthases copaene cadinene bicyclogermacrene caryophyllene trans bergamotene bisabolol the engineered yeast could synthesize significant amount mg per ml bisabolol shake flask cultivation this efficient vivo production congruent competent kinetic property recombinant bisabolol synthase km m kcat detailed chemical analysis biosynthesized bisabolol confirmed configuration epi bisabolol core skeleton hernandulcin these result demonstrated enzymatic stereoselective synthesis epi bisabolol achieved promising heterologous production natural sweetener hernandulcin,low
148,Molecular cloning and characterization of drimenol synthase from valerian plant (Valeriana officinalis),"Abstract

Drimenol, a sesquiterpene alcohol, and its derivatives display diverse bio-activities in nature. However, a drimenol synthase gene has yet to be identified. We identified a new sesquiterpene synthase cDNA (VoTPS3) in valerian plant (Valeriana officinalis). Purification and NMR analyses of the VoTPS3-produced terpene, and characterization of the VoTPS3 enzyme confirmed that VoTPS3 synthesizes (-)-drimenol. In feeding assays, possible reaction intermediates, farnesol and drimenyl diphosphate, could not be converted to drimenol, suggesting that the intermediate remains tightly bound to VoTPS3 during catalysis. A mechanistic consideration of (-)-drimenol synthesis suggests that drimenol synthase is likely to use a protonation-initiated cyclization, which is rare for sesquiterpene synthases. VoTPS3 can be used to produce (-)-drimenol, from which useful drimane-type terpenes can be synthesized.",abstract drimenol sesquiterpene alcohol derivative display diverse bio activity nature however drimenol synthase gene yet identified we identified new sesquiterpene synthase cdna votps valerian plant valeriana officinalis purification nmr analysis votps produced terpene characterization votps enzyme confirmed votps synthesizes drimenol in feeding assay possible reaction intermediate farnesol drimenyl diphosphate could converted drimenol suggesting intermediate remains tightly bound votps catalysis a mechanistic consideration drimenol synthesis suggests drimenol synthase likely use protonation initiated cyclization rare sesquiterpene synthases votps used produce drimenol useful drimane type terpene synthesized,medium
149,"Molecular cloning, characterization and expression analysis of LoTPS2 and LoTPS4 involved in floral scent formation in oriental hybrid Lilium variety ‘Siberia’","Lilies are a commercially significant cut flower worldwide due not only to their elegant shape but also to their appealing scent. Among Lilium varieties, Lilium ‘Siberia’ is a cultivar that is prominent and highly favored by consumers due to its snowy white color and strong floral scent. Here, two terpene synthase genes (LoTPS2 and LoTPS4) that are responsible for floral scent production in Lilium ‘Siberia’ were cloned and functionally characterized. Recombinant LoTPS2 specifically catalyzed the formation of (E, E)-a-farnesene from FPP. Recombinant LoTPS4 is a multiproduct enzyme that produces D-limonene and ß-myrcene as major volatile compounds and ß-phellandrene, (+)-4-carene and 3-carene as minor products from GPP. Furthermore, LoTPS4 generates trans-a-bergamotene as a major product and di-epi-a-cedrene, a-cubebene and (E)-ß-farnesene as minor compounds from FPP. Subcellular localization analysis using GFP fusion constructs revealed that LoTPS2 was localized in the cytosol, whereas LoTPS4 was localized in plastids. Real-time PCR analysis showed that LoTPS2 was highly expressed in the petals and sepals of the flower, while LoTPS4 was highly expressed in the filament of the flower. Moreover, mechanical wounding of flowers revealed that LoTPS2 showed a strong response to wounding via a rapid increase in its mRNA transcript level. Our results will assist scientists in exploring the molecular mechanisms of terpene biosynthesis in this species and will provide new insight into the biotechnological modification of the floral bouquet in Lilium.",lilies commercially significant cut flower worldwide due elegant shape also appealing scent among lilium variety lilium siberia cultivar prominent highly favored consumer due snowy white color strong floral scent here two terpene synthase gene lotps lotps responsible floral scent production lilium siberia cloned functionally characterized recombinant lotps specifically catalyzed formation e e farnesene fpp recombinant lotps multiproduct enzyme produce d limonene myrcene major volatile compound phellandrene carene carene minor product gpp furthermore lotps generates trans bergamotene major product di epi cedrene cubebene e farnesene minor compound fpp subcellular localization analysis using gfp fusion construct revealed lotps localized cytosol whereas lotps localized plastid real time pcr analysis showed lotps highly expressed petal sepal flower lotps highly expressed filament flower moreover mechanical wounding flower revealed lotps showed strong response wounding via rapid increase mrna transcript level our result assist scientist exploring molecular mechanism terpene biosynthesis specie provide new insight biotechnological modification floral bouquet lilium,low
150,Review on plant terpenoid emissions worldwide and in China,"Abstract

Biogenic volatile organic compounds (BVOCs), particularly terpenoids, can significantly drive the formation of ozone (O3) and secondary organic aerosols (SOA) in the atmosphere, as well as directly or indirectly affect global climate change. Understanding their emission mechanisms and the current progress in emission measurements and estimations are essential for the accurate determination of emission characteristics, as well as for evaluating their roles in atmospheric chemistry and climate change. This review summarizes the mechanisms of terpenoid synthesis and release, biotic and abiotic factors affecting their emissions, development of emission observation techniques, and emission estimations from hundreds of published papers. We provide a review of the main observations and estimations in China, which contributes a significant proportion to the total global BVOC emissions. The review suggests the need for further research on the comprehensive effects of environmental factors on terpenoid emissions, especially soil moisture and nitrogen content, which should be quantified in emission models to improve the accuracy of estimation. In China, it is necessary to conduct more accurate measurements for local plants in different regions using the dynamic enclosure technique to establish an accurate local emission rate database for dominant tree species. This will help improve the accuracy of both national and global emission inventories. This review provides a comprehensive understanding of terpenoid emissions as well as prospects for detailed research to accurately describe terpenoid emission characteristics worldwide and in China.",abstract biogenic volatile organic compound bvocs particularly terpenoids significantly drive formation ozone o secondary organic aerosol soa atmosphere well directly indirectly affect global climate change understanding emission mechanism current progress emission measurement estimation essential accurate determination emission characteristic well evaluating role atmospheric chemistry climate change this review summarizes mechanism terpenoid synthesis release biotic abiotic factor affecting emission development emission observation technique emission estimation hundred published paper we provide review main observation estimation china contributes significant proportion total global bvoc emission the review suggests need research comprehensive effect environmental factor terpenoid emission especially soil moisture nitrogen content quantified emission model improve accuracy estimation in china necessary conduct accurate measurement local plant different region using dynamic enclosure technique establish accurate local emission rate database dominant tree specie this help improve accuracy national global emission inventory this review provides comprehensive understanding terpenoid emission well prospect detailed research accurately describe terpenoid emission characteristic worldwide china,low
151,Rhizosphere associated bacteria trigger accumulation of terpenes in leaves of Vitis vinifera L. cv. Malbec that protect cells against reactive oxygen species,"Abstract

It has been proposed that plant growth promoting rhizobacteria (PGPR) stimulate plant growth and development by inducing the biosynthesis of secondary metabolites, like terpenes, which reduce stress incidence. Three bacteria previously isolated from grapevine roots and adjacent soil (Microbacterium imperiale Rz19M10, Kocuria erythromyxa Rt5M10 and Terribacillus saccharophilus Rt17M10) were tested as PGPR. After 30 days since root inoculation of in vitro grown Vitis vinifera cv. Malbec plants, the monoterpenes a-pinene, terpinolene and 4-carene, and the sesquiterpene nerolidol were detected only in bacterized-plant leaves. Also, the concentrations of the diterpenes a and ?-tocopherol, and the sterols sitosterol and lupeol were significantly enhanced compared to controls. The leaf extracts of bacterized plants showed photoprotective properties since they decreased the oxygen consumption (that is photo-oxidation) of the amino acid tryptophan in a sensitized solution, thus indicating an increment of the antioxidant capacity of the tissues. In addition, experiments with a-pinene and nerolidol standards showed the capability to intercept reactive oxygen species in the sensitized solution. Moreover, bacterized plants infected with the pathogen Botrytis cinerea showed a reduction in the lesion diameter compared with non-bacterized plants. The results suggest that M. imperiale, K. erythromyxa and mainly T. saccharophilus are able to induce a systemic response that trigger increases on monoterpenes, sesquiterpenes, tocopherols and membrane sterols. These compounds enhance the antioxidant capacity in leaf tissues that may help grapevine to cope with stresses.",abstract it proposed plant growth promoting rhizobacteria pgpr stimulate plant growth development inducing biosynthesis secondary metabolite like terpene reduce stress incidence three bacteria previously isolated grapevine root adjacent soil microbacterium imperiale rz m kocuria erythromyxa rt m terribacillus saccharophilus rt m tested pgpr after day since root inoculation vitro grown vitis vinifera cv malbec plant monoterpenes pinene terpinolene carene sesquiterpene nerolidol detected bacterized plant leaf also concentration diterpenes tocopherol sterol sitosterol lupeol significantly enhanced compared control the leaf extract bacterized plant showed photoprotective property since decreased oxygen consumption photo oxidation amino acid tryptophan sensitized solution thus indicating increment antioxidant capacity tissue in addition experiment pinene nerolidol standard showed capability intercept reactive oxygen specie sensitized solution moreover bacterized plant infected pathogen botrytis cinerea showed reduction lesion diameter compared non bacterized plant the result suggest m imperiale k erythromyxa mainly t saccharophilus able induce systemic response trigger increase monoterpenes sesquiterpenes tocopherol membrane sterol these compound enhance antioxidant capacity leaf tissue may help grapevine cope stress,low
152,Ripening and Senescence,"Abstract

Fleshy fruit experiences profound physiological, biochemical, and structural modifications during ripening to facilitate seed dispersal and to become attractive and nutritious for human consumption. The metabolic networks regulating fruit ripening are very complex, and ethylene appears to be a key factor acting in concert with other environmental signals and endogenous factors. The classical distinction between climacteric and nonclimacteric ripening is now questionable, as different patterns of synthesis and sensitivity to ethylene may operate in the ripening of different fruits. In recent years, much progress has been done in the characterization of the main biochemical pathways implicated in the different ripening-associated processes and in the identification of key genes controlling these events. This chapter highlights current understanding and advances in the regulation of fruit ripening and key metabolic pathways associated with the different ripening-related processes, with emphasis on their impact on fruit quality.",abstract fleshy fruit experience profound physiological biochemical structural modification ripening facilitate seed dispersal become attractive nutritious human consumption the metabolic network regulating fruit ripening complex ethylene appears key factor acting concert environmental signal endogenous factor the classical distinction climacteric nonclimacteric ripening questionable different pattern synthesis sensitivity ethylene may operate ripening different fruit in recent year much progress done characterization main biochemical pathway implicated different ripening associated process identification key gene controlling event this chapter highlight current understanding advance regulation fruit ripening key metabolic pathway associated different ripening related process emphasis impact fruit quality,high
153,RNA-seq based transcriptomic analysis of CPPU treated grape berries and emission of volatile compounds,"Abstract

Grapevine (Vitis vinifera L.) is considered to be one of the most popular and widespread fruit crops in the world. Numerous value added products are prepared from grape fruit and investments are being made to establish new viticulture region (Hoff et al., 2017; Imran et al., 2017). CPPU [forchlorfenuron N-(2-chloro-4-pyridyl)-N-phenylurea] is a synthetic cytokine-like plant regulator which promotes grape berry set and development. The influence of CPPU [forchlorfenuron N-(2-chloro-4-pyridyl)-N-phenylurea] on berry development of ‘Shine Muscat’ (Vitis labruscana Bailey × V vinifera L.) grapes was evaluated under field conditions. A concentration response was observed over a range of 0, 5, and 10 mg L-1 CPPU that was applied to fruitlets (mean diameter 6 mm) at 2 weeks after full bloom. Gas-chromatography mass-spectrometry (GC–MS) revealed that volatile compounds such as terpenoids and aromatics; especially linalool, geraniol and benzyl alcohols, were greatly reduced in CPPU-treated grapes. In contrast, aliphatics, such as hexanol, were increased in CPPU-treated berries. RNA sequencing (RNA-Seq) was conducted to identify differentially expressed genes (DEGs) that were induced by CPPU, especially those related to volatile biosynthesis. A total of 494, 1237, and 1085 DEGs were detected in CPPU0-vs-CPPU5, CPPU0-vs-CPPU10, and CPPU5-vs-CPPU10 treatments, respectively. The results were compared against two databases (Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG)) to annotate gene descriptions and assign a pathway to each gene. GO covers three domains: biological processes, molecular functions and cellular components. Pathway enrichment annotation demonstrated that highly ranked genes were associated with the fatty acid degradation and biosynthesis, phenylpropanoid metabolism and biosynthesis, carotenoid biosynthesis, and plant hormone signal transduction. Analysis with qRT-PCR of twelve selected transcripts validated the data obtained by RNA-seq. Additionally, we also found that genes such as CCDs (carotenoid cleavage dioxygenase), LOX (lipoxygenase), GGDP reductase (geranylgeranyl diphosphate reductase), PAL (phenylalanine ammonia-lyase) and some hormones related genes, were closely involved in the formation of volatiles compounds in CPPU treated berries. In summary, our results provide the first sequential transcriptomic atlas of CPPU treated grape berries which significantly increases our understanding of volatile metabolites and biosynthesis pathways in grape affected by CPPU.",abstract grapevine vitis vinifera l considered one popular widespread fruit crop world numerous value added product prepared grape fruit investment made establish new viticulture region hoff et al imran et al cppu forchlorfenuron n chloro pyridyl n phenylurea synthetic cytokine like plant regulator promotes grape berry set development the influence cppu forchlorfenuron n chloro pyridyl n phenylurea berry development shine muscat vitis labruscana bailey v vinifera l grape evaluated field condition a concentration response observed range mg l cppu applied fruitlet mean diameter mm week full bloom gas chromatography mass spectrometry gc ms revealed volatile compound terpenoids aromatics especially linalool geraniol benzyl alcohol greatly reduced cppu treated grape in contrast aliphatics hexanol increased cppu treated berry rna sequencing rna seq conducted identify differentially expressed gene degs induced cppu especially related volatile biosynthesis a total degs detected cppu v cppu cppu v cppu cppu v cppu treatment respectively the result compared two database gene ontology go kyoto encyclopedia genes genomes kegg annotate gene description assign pathway gene go cover three domain biological process molecular function cellular component pathway enrichment annotation demonstrated highly ranked gene associated fatty acid degradation biosynthesis phenylpropanoid metabolism biosynthesis carotenoid biosynthesis plant hormone signal transduction analysis qrt pcr twelve selected transcript validated data obtained rna seq additionally also found gene ccds carotenoid cleavage dioxygenase lox lipoxygenase ggdp reductase geranylgeranyl diphosphate reductase pal phenylalanine ammonia lyase hormone related gene closely involved formation volatile compound cppu treated berry in summary result provide first sequential transcriptomic atlas cppu treated grape berry significantly increase understanding volatile metabolite biosynthesis pathway grape affected cppu,low
154,Secondary Metabolism for Isoprenoid-based Biofuels,"Abstract

Historically, ethanol has served as an archetypal renewable biofuel. However, its suboptimal fuel properties such as low energy content and high water miscibility have provided a strong motivation to explore alternative biofuels with improved fuel properties and compatibility to the existing fuel infrastructure. Isoprenoids are considered one of the most promising advanced biofuel candidates due to their high energy content, hydrophobicity, and excellent cold weather properties. The biosynthetic pathways for isoprenoid production have been extensively studied and engineered for microbial production of flavors, fragrances, drugs, and more recently for the production of biofuels.

In this chapter, we will discuss naturally existing secondary metabolism pathways that synthesize isoprenoids. This work will focus on enzymes and their chemical reactions in particular. The mevalonate pathway and the methylerythritol 4-phosphate pathway are the two major metabolic pathways for isoprenoid biosynthesis, and they do not share any enzyme or pathway intermediate up to the production of isopentenyl diphosphate. In Sections 2.2 and 2.3, we will discuss the biochemistry and the engineering approaches of these two pathways. In Section 2.4, we will summarize the efforts to engineer the metabolic pathways for isoprenoid biosynthesis in microbial platforms for isoprenoid-based biofuels. The latest progress toward production of isoprenoid-based biofuels is reported, with highlights on engineering efforts to improve metabolic pathways, production hosts, and fermentation processes.",abstract historically ethanol served archetypal renewable biofuel however suboptimal fuel property low energy content high water miscibility provided strong motivation explore alternative biofuels improved fuel property compatibility existing fuel infrastructure isoprenoids considered one promising advanced biofuel candidate due high energy content hydrophobicity excellent cold weather property the biosynthetic pathway isoprenoid production extensively studied engineered microbial production flavor fragrance drug recently production biofuels in chapter discus naturally existing secondary metabolism pathway synthesize isoprenoids this work focus enzyme chemical reaction particular the mevalonate pathway methylerythritol phosphate pathway two major metabolic pathway isoprenoid biosynthesis share enzyme pathway intermediate production isopentenyl diphosphate in sections discus biochemistry engineering approach two pathway in section summarize effort engineer metabolic pathway isoprenoid biosynthesis microbial platform isoprenoid based biofuels the latest progress toward production isoprenoid based biofuels reported highlight engineering effort improve metabolic pathway production host fermentation process,high
155,Sensitivity of Norway spruce physiology and terpenoid emission dynamics to elevated ozone and elevated temperature under open-field exposure,"Abstract

Volatile organic compounds (VOCs) emitted from vegetation to the atmosphere contribute to global climate change, but climate change factors also affect VOC emission from vegetation. Soil-grown Norway spruce seedlings were exposed to elevated ozone (1.4 × ambient ozone concentration) and elevated temperature (ambient + 1.3 °C) alone and in combination as well as to ambient ozone and temperature treatments under open-field conditions. VOC emissions (mainly terpenoids), genes involved in early steps of plastidial monoterpene and isoprene synthesis, photosynthetic parameters and growth were measured. In July, when daytime elevated ozone concentrations had been over 40 ppb, ozone doubled the total terpenoid emissions by increasing the emissions of many monoterpenes and sesquiterpenes. Elevated temperature changed the terpenoid profile by increasing the emissions of oxygenated monoterpenes, but did not influence total emissions. Terpenoid emission profiles also differed between elevated ozone alone and elevated ozone in combination with elevated temperature. In August, when daytime elevated ozone concentrations had been ca. 30 ppb, significant treatment effects were not found. Ozone and temperature reduced the expression of DXS2B (1-deoxy-d-xylulose 5-phosphate synthase type II), and ozone that of DXR (1-deoxy-d-xylulose 5-phosphate reductoisomerase) in August. Elevated temperature reduced the stem diameter growth, net photosynthesis and stomatal conductance, but elevated ozone did not have effects on these parameters. Results suggest that elevated temperature may not modify the ozone responses, or vice versa, in terms of gas exchange, growth or total terpenoid emission rates of young Norway spruces in a near-future climate. However, observed changes in terpenoid emission profiles may be important in the future climate, as reactivity in the troposphere differs between individual terpenoids.",abstract volatile organic compound vocs emitted vegetation atmosphere contribute global climate change climate change factor also affect voc emission vegetation soil grown norway spruce seedling exposed elevated ozone ambient ozone concentration elevated temperature ambient c alone combination well ambient ozone temperature treatment open field condition voc emission mainly terpenoids gene involved early step plastidial monoterpene isoprene synthesis photosynthetic parameter growth measured in july daytime elevated ozone concentration ppb ozone doubled total terpenoid emission increasing emission many monoterpenes sesquiterpenes elevated temperature changed terpenoid profile increasing emission oxygenated monoterpenes influence total emission terpenoid emission profile also differed elevated ozone alone elevated ozone combination elevated temperature in august daytime elevated ozone concentration ca ppb significant treatment effect found ozone temperature reduced expression dxs b deoxy xylulose phosphate synthase type ii ozone dxr deoxy xylulose phosphate reductoisomerase august elevated temperature reduced stem diameter growth net photosynthesis stomatal conductance elevated ozone effect parameter results suggest elevated temperature may modify ozone response vice versa term gas exchange growth total terpenoid emission rate young norway spruce near future climate however observed change terpenoid emission profile may important future climate reactivity troposphere differs individual terpenoids,low
156,"Sites of synthesis, biochemistry and functional role of plant volatiles","Abstract

All plants are able to emit volatile organic compounds (VOCs) and the content and composition of these molecules show both genotypic variation and phenotypic plasticity. VOCs are involved in plant–plant interactions and for the attraction of pollinating and predatory insects. The biochemistry and molecular biology of plant VOCs is vast and complex, including several biochemical pathways and hundreds of genes. In this review the site of synthesis, the biosynthesis and the functional role of VOCs are discussed.",abstract all plant able emit volatile organic compound vocs content composition molecule show genotypic variation phenotypic plasticity vocs involved plant plant interaction attraction pollinating predatory insect the biochemistry molecular biology plant vocs vast complex including several biochemical pathway hundred gene in review site synthesis biosynthesis functional role vocs discussed,low
